site	primer	treatment	taxon	id	distance	abundance_log	abundance_CSS	abundance_DESeq2
BayfrontPark	F04R22	Pre	Xyalidae	19207	0.0137362637362637	-10.828996	0.25205	0.49222
BayfrontPark	F04R22	Pre	Xyalidae	21404	0.0184881606646494	-10.828996	0.25205	0.49222
BayfrontPark	F04R22	Pre	Xyalidae	19112	0.0174943384619832	-10.135848	0.447735	0.84567
BayfrontPark	F04R22	Pre	Xyalidae	31807	0.0163564085622854	-10.828996	0.25205	0.49222
BayfrontPark	F04R22	Post	Xyalidae	26470	0	-5.600272	3.48865	0.84567
BayfrontPark	F04R22	Post	Xyalidae	37503	0	-6.293419	2.99435	0.49222
BayfrontPark	F04R22	Post	Xyalidae	8138	0	-5.194807	3.0093	1.08812
BayfrontPark	F04R22	Post	Xyalidae	28608	0	-5.600272	2.72235	0.84567
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	33595	0.0119731800766284	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	33934	0.00860010539143036	-5.916202	3.2661	1.99792
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	19318	0.0114681794728233	-5.485419	3.5741	2.25317
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	20955	0.0138573263511511	-7.382539	2.0791	1.08812
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	37075	0.0109892522697581	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	9553	0.00955521522906169	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Trebouxiophyceae	27772	0.0119443621073895	-6.689392	2.5586	1.52247
BelleairBlvd	F04R22	Post	Trebouxiophyceae	40290	0.00573065902578797	-5.730100	3.42045	1.40792
BelleairBlvd	F04R22	Post	Trebouxiophyceae	11734	0.00573065902578797	-5.730100	3.98575	1.40792
BelleairBlvd	F04R22	Post	Trebouxiophyceae	1044	0.0114613180515759	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Pre	Pleosporaceae	16930	0.00671823220832323	-8.481151	1.5038	0.49222
BelleairBlvd	F04R22	Pre	Pleosporaceae	15747	0.00447725657596811	-4.291497	4.43175	2.91492
BelleairBlvd	F04R22	Pre	Pleosporaceae	18194	0.0134411591053886	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Pleosporaceae	24172	0.00447725657596811	-4.124443	4.38935	3.00192
BelleairBlvd	F04R22	Pre	Pleosporaceae	11414	0.00926670609107037	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Pleosporaceae	14698	0.0115551590841511	-6.689392	2.5586	1.52247
BelleairBlvd	F04R22	Post	Pleosporaceae	35226	0.0123052762989873	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	34652	0.0174546861195815	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	37473	0.0161704812693551	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	33747	0.0177477755890839	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	2047	0.0224736016814335	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	18465	0.0095669523576273	-6.240925	3.05615	1.08812
BelleairBlvd	F04R22	Post	Pleosporaceae	5312	0.0136417780923153	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	27424	0.0172870343130962	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	10393	0.0168726644770853	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	40554	0.0177407728183578	-6.646391	3.3291	0.84567
BelleairBlvd	F04R22	Post	Pleosporaceae	37230	0.00949618471956605	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	33754	0.0107666441754863	-5.393628	3.66135	1.61852
BelleairBlvd	F04R22	Post	Pleosporaceae	12199	0.015701571854246	-5.953243	3.26105	1.26772
BelleairBlvd	F04R22	Post	Pleosporaceae	40167	0.0173203245771206	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	16930	0.00938452109507373	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	15747	0.00690310477501376	-1.016972	7.3825	3.94447
BelleairBlvd	F04R22	Post	Pleosporaceae	7665	0.0142663474421765	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	23634	0.0156554687454434	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	24172	0.00690310477501376	-0.942608	6.8675	3.97757
BelleairBlvd	F04R22	Post	Pleosporaceae	16490	0.0132582301339563	-5.730100	3.42045	1.40792
BelleairBlvd	F04R22	Post	Pleosporaceae	37772	0.00969841825383307	-6.646391	2.76885	0.84567
BelleairBlvd	F04R22	Post	Pleosporaceae	36787	0.0133863451812237	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	32705	0.0164299323015535	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	17252	0.0199978967833508	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	24595	0.0133646217115086	-6.646391	2.76885	0.84567
BelleairBlvd	F04R22	Post	Pleosporaceae	4971	0.00952382364889982	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	38736	0.0198541744198672	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	33947	0.0177776677872191	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	4915	0.00947817957244777	-6.646391	2.76885	0.84567
BelleairBlvd	F04R22	Post	Pleosporaceae	18738	0.0122781201465732	-5.036953	3.9173	1.83832
BelleairBlvd	F04R22	Post	Pleosporaceae	11414	0.0111134674343555	-6.646391	2.76885	0.84567
BelleairBlvd	F04R22	Post	Pleosporaceae	13189	0.0142836092228339	-7.339538	2.28425	0.49222
BelleairBlvd	F04R22	Post	Pleosporaceae	37633	0.00676338696050001	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Pre	Meruliaceae	12349	0.00686813186813187	-6.283927	3.00425	1.77372
BelleairBlvd	F04R22	Pre	Meruliaceae	24001	0.00961538461538462	-7.788004	1.9575	0.84567
BelleairBlvd	F04R22	Pre	Meruliaceae	40574	0.00549450549450549	-6.178566	2.9187	1.83832
BelleairBlvd	F04R22	Post	Meruliaceae	30539	0.00642791551882461	-6.646391	2.76885	0.84567
BelleairBlvd	F04R22	Post	Meruliaceae	40226	0.0100808282626464	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Post	Meruliaceae	9080	0.0082442809715537	-6.240925	3.6192	1.08812
BelleairBlvd	F04R22	Post	Meruliaceae	39165	0.0100808282626464	-7.339538	2.8362	0.49222
BelleairBlvd	F04R22	Pre	Saccharomycetaceae	9289	0.0095975546921261	-5.773101	3.207	2.08382
BelleairBlvd	F04R22	Pre	Saccharomycetaceae	34508	0.0171625890590489	-8.481151	1.5038	0.49222
BelleairBlvd	F04R22	Pre	Saccharomycetaceae	18315	0.0203252032520325	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Pre	Saccharomycetaceae	9805	0.0095975546921261	-6.871714	2.5892	1.40792
BelleairBlvd	F04R22	Pre	Saccharomycetaceae	7860	0.0171778933855821	-8.481151	1.3632	0.49222
BelleairBlvd	F04R22	Post	Saccharomycetaceae	9289	0.00552486187845304	-4.295015	4.45085	2.28147
BelleairBlvd	F04R22	Post	Saccharomycetaceae	9805	0.00552486187845304	-4.631487	4.77635	2.08382
BelleairBlvd	F04R22	Post	Saccharomycetaceae	33075	0.0110497237569061	-7.339538	2.28425	0.49222
RyanCt	F04R22	Pre	Convolutidae	22842	0.00814849181100507	-11.206312	0.8879	0.84567
RyanCt	F04R22	Pre	Convolutidae	17253	0.0148797316301418	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Convolutidae	18960	0.00944126691940774	-11.206312	1.1014	0.84567
RyanCt	F04R22	Post	Convolutidae	22842	0.002710027100271	-10.335627	1.1395	0.84567
RyanCt	F04R22	Post	Convolutidae	18960	0.002710027100271	-10.335627	1.1774	0.84567
RyanCt	F04R22	Pre	Argulidae	4500	0.011532123500648	-7.568726	3.2705	2.98847
RyanCt	F04R22	Pre	Argulidae	35724	0.0199708603482188	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Argulidae	19502	0.0175384279157864	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Argulidae	30478	0.0107962409849202	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Argulidae	36130	0.0199171086572182	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Argulidae	24086	0.0295698924731183	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Argulidae	35055	0.0130133611570008	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Argulidae	30772	0.011532123500648	-7.555654	3.5633	2.99527
RyanCt	F04R22	Post	Argulidae	10619	0.0172407346890319	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Argulidae	25877	0.0102286656658819	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	33368	0.0100726903662818	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	26096	0.00963956654004266	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	30478	0.00972011179292664	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	37893	0.0222625703141046	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Argulidae	13198	0.0144283124256039	-10.335627	1.1395	0.84567
RyanCt	F04R22	Post	Argulidae	21244	0.0192159357177193	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	16584	0.0097157433713262	-10.335627	1.1395	0.84567
RyanCt	F04R22	Post	Argulidae	30772	0.0071796266472562	-5.311747	4.6456	3.66887
RyanCt	F04R22	Post	Argulidae	3270	0.0167001862727951	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	38057	0.0167031002804298	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	27720	0.016877959079756	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Argulidae	4500	0.0071796266472562	-5.226656	4.65955	3.70827
RyanCt	F04R22	Post	Argulidae	18587	0.0146514667063325	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Argulidae	35055	0.0122101806681441	-11.028774	0.8062	0.49222
RyanCt	F04R22	Pre	Monocelididae	35716	0.0185790618843929	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	6036	0.0229498983262456	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	20408	0.0113372916340403	-5.519337	5.0275	3.97007
RyanCt	F04R22	Pre	Monocelididae	10384	0.0162743116832879	-10.800847	1.33965	1.08812
RyanCt	F04R22	Pre	Monocelididae	18047	0.0213754740199047	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	2923	0.0189655470832201	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	6254	0.0163545772573764	-10.800847	1.1065	1.08812
RyanCt	F04R22	Pre	Monocelididae	14876	0.0175400516643178	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	39045	0.0251245473126521	-9.191409	2.13085	2.08382
RyanCt	F04R22	Pre	Monocelididae	24161	0.0165204986296423	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	6497	0.0146480037724956	-10.800847	1.33965	1.08812
RyanCt	F04R22	Pre	Monocelididae	27462	0.010958904109589	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	12347	0.0251337340848664	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	662	0.0178512523354087	-11.206312	0.8879	0.84567
RyanCt	F04R22	Pre	Monocelididae	38515	0.0259726032941805	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	17835	0.0275031333610006	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	1282	0.0158678688110916	-10.513165	1.27405	1.26772
RyanCt	F04R22	Pre	Monocelididae	29097	0.0191780821917808	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Monocelididae	9735	0.0232876712328767	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	40747	0.0132523320901782	-10.107700	1.5242	1.52247
RyanCt	F04R22	Pre	Monocelididae	12866	0.0154625410085035	-8.567255	2.84255	2.44652
RyanCt	F04R22	Pre	Monocelididae	23477	0.0113372916340403	-5.383266	4.8401	4.03032
RyanCt	F04R22	Pre	Monocelididae	38569	0.0215972041826484	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	21858	0.0123252587101757	-9.953549	1.88345	1.61852
RyanCt	F04R22	Pre	Monocelididae	13736	0.0156649261423955	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Monocelididae	6957	0.0229009258275131	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	7967	0.013369810141145	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	13755	0.0183076650017279	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	4458	0.0153083632274583	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Monocelididae	37953	0.0150264165676076	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Monocelididae	31258	0.0122282910313737	-9.191409	2.40435	2.08382
RyanCt	F04R22	Pre	Monocelididae	3116	0.0147326826985429	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Monocelididae	12527	0.0154625410085035	-8.465472	2.6348	2.50407
RyanCt	F04R22	Pre	Monocelididae	40852	0.0115067820433768	-11.899459	0.5727	0.49222
RyanCt	F04R22	Post	Monocelididae	31631	0.0194241795315077	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Monocelididae	7273	0.017600528272544	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	20408	0.00905674800306385	-6.752108	3.6103	2.96042
RyanCt	F04R22	Post	Monocelididae	39045	0.0274575569718783	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	17561	0.0195511874340191	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	8242	0.0169750987225907	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	17843	0.0106918996757083	-10.335627	1.1395	0.84567
RyanCt	F04R22	Post	Monocelididae	23477	0.00905674800306385	-6.609934	3.6651	3.03397
RyanCt	F04R22	Post	Monocelididae	21858	0.0102145606257103	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Monocelididae	14663	0.0114488942982086	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	5877	0.0205856078334285	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	4458	0.0146570942283103	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Monocelididae	847	0.0188688162052628	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Monocelididae	31258	0.0102168892993676	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Monocelididae	40852	0.00849683007641994	-11.028774	0.77465	0.49222
RyanCt	F04R22	Pre	Polycystididae	13035	0.0138504155124654	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Polycystididae	20637	0.0138504155124654	-11.899459	0.7432	0.49222
RyanCt	F04R22	Post	Polycystididae	28623	0.0129502240883846	-6.885640	3.46765	2.89047
RyanCt	F04R22	Post	Polycystididae	27146	0.0173279758915118	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Polycystididae	30059	0.0210368687609944	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Polycystididae	23107	0.00789593932490429	-10.335627	1.1774	0.84567
RyanCt	F04R22	Post	Polycystididae	20756	0.00787417839150637	-6.684969	3.6584	2.99527
RyanCt	F04R22	Post	Polycystididae	22952	0.0217983651226158	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Polycystididae	2237	0.0129502240883846	-6.794668	3.5798	2.93822
RyanCt	F04R22	Post	Polycystididae	13247	0.00787417839150637	-6.586123	3.6822	3.04622
RyanCt	F04R22	Post	Polycystididae	34768	0.0204508568961153	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Polycystididae	22649	0.015167305159806	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Polycystididae	34066	0.0238605738449398	-10.335627	1.1774	0.84567
RyanCt	F04R22	Post	Polycystididae	20743	0.0174959478826882	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Polycystididae	34965	0.0200741594154811	-10.335627	1.1774	0.84567
RyanCt	F04R22	Post	Polycystididae	5982	0.0186703096539162	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Polycystididae	11498	0.0156128024980484	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Polycystididae	31111	0.0177107100404797	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Polycystididae	33509	0.0213653261069172	-11.028774	0.8062	0.49222
RyanCt	F04R22	Pre	Otoplanidae	21034	0.0141556367254494	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Otoplanidae	38028	0.0167097129436961	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	35944	0.0189775539059738	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	21808	0.0053475935828877	-11.206312	0.8879	0.84567
RyanCt	F04R22	Pre	Otoplanidae	6858	0.0245901639344262	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	1627	0.00931506849315069	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	12536	0.0053475935828877	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Otoplanidae	34984	0.0245901639344262	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	16803	0.0218381794881366	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Otoplanidae	2372	0.0117459055025333	-8.092797	3.1795	2.71047
RyanCt	F04R22	Pre	Otoplanidae	6336	0.00273224043715847	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Otoplanidae	12293	0.0219862403938049	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	7078	0.0117459055025333	-7.929167	3.01385	2.79872
RyanCt	F04R22	Pre	Otoplanidae	436	0.0115953118584599	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	12736	0.0179612937433722	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	9357	0.00926430517711172	-8.288541	3.0402	2.60302
RyanCt	F04R22	Pre	Otoplanidae	28436	0.0136426411854727	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Otoplanidae	29192	0.00273224043715847	-11.899459	0.7432	0.49222
RyanCt	F04R22	Pre	Otoplanidae	5258	0.00926430517711172	-8.210580	2.81445	2.64607
RyanCt	F04R22	Pre	Otoplanidae	569	0.022364167255803	-11.206312	1.1014	0.84567
RyanCt	F04R22	Pre	Otoplanidae	21695	0.017169232682665	-11.899459	0.5727	0.49222
RyanCt	F04R22	Pre	Otoplanidae	17324	0.0187790542892834	-10.800847	1.33965	1.08812
RyanCt	F04R22	Pre	Otoplanidae	27958	0.00546448087431694	-11.899459	0.5727	0.49222
RyanCt	F04R22	Post	Otoplanidae	21034	0.00677874985271592	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Otoplanidae	16836	0.0122282608695652	-11.028774	0.77465	0.49222
RyanCt	F04R22	Post	Otoplanidae	7602	0.0136202760336453	-10.335627	1.1774	0.84567
RyanCt	F04R22	Post	Otoplanidae	11587	0.0231311455988627	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Otoplanidae	2372	0.00474438847649346	-7.365213	3.1721	2.63212
RyanCt	F04R22	Post	Otoplanidae	21401	0.00679347826086956	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Otoplanidae	12293	0.0149161953576058	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Otoplanidae	7078	0.00474438847649346	-7.594787	2.96215	2.50407
RyanCt	F04R22	Post	Otoplanidae	436	0.0108991825613079	-11.028774	0.8062	0.49222
RyanCt	F04R22	Post	Otoplanidae	9357	0.00544959128065395	-9.237015	1.86915	1.52247
RyanCt	F04R22	Post	Otoplanidae	5258	0.00544959128065395	-11.028774	0.77465	0.49222
ShellfishLab	F04R22	Pre	Chromadoridae	37352	0.0203504609889962	-11.934999	0.271625	0.49222
ShellfishLab	F04R22	Pre	Chromadoridae	23715	0.0193406712089266	-11.241851	0.46848	0.84567
ShellfishLab	F04R22	Pre	Chromadoridae	5765	0.0236009015132786	-11.934999	0.271625	0.49222
ShellfishLab	F04R22	Pre	Chromadoridae	40642	0.013304744969559	-11.241851	0.482615	0.84567
ShellfishLab	F04R22	Pre	Chromadoridae	3856	0.0232261054422264	-11.934999	0.28094	0.49222
ShellfishLab	F04R22	Pre	Chromadoridae	20758	0.0242116704961135	-11.934999	0.271625	0.49222
ShellfishLab	F04R22	Pre	Chromadoridae	9050	0.0187131566825125	-10.836386	0.62295	1.08812
ShellfishLab	F04R22	Pre	Chromadoridae	12089	0.014712671668975	-11.241851	0.482615	0.84567
ShellfishLab	F04R22	Pre	Chromadoridae	23322	0.0274725274725275	-11.241851	0.482615	0.84567
